Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ACURA ILX,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV02.4SH3,small car,6,25,35,29,7,Yes,309
ACURA ILX,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV02.4SH3,small car,6,25,35,29,7,Yes,309
ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV03.5VH3,small SUV,6,19,27,22,5,No,404
ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV03.5VH3,small SUV,6,20,27,23,5,No,391
ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5VH3,small SUV,6,19,27,22,5,No,404
ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5VH3,small SUV,6,20,27,23,5,No,391
ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV03.5VH3,small SUV,6,18,26,21,4,No,424
ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV03.5VH3,small SUV,6,19,26,22,5,No,404
ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5VH3,small SUV,6,18,26,21,4,No,424
ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5VH3,small SUV,6,19,26,22,5,No,404
ACURA NSX,3.5,6,AMS-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HHNXV03.5KH4,small car,6,21,22,21,4,No,420
ACURA NSX,3.5,6,AMS-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5KH4,small car,6,21,22,21,4,No,420
ACURA RDX,3.5,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXT03.5EV3,small SUV,6,20,28,23,5,No,386
ACURA RDX,3.5,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXT03.5EV3,small SUV,6,20,28,23,5,No,386
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXT03.5EV3,small SUV,6,19,27,22,5,No,402
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXT03.5EV3,small SUV,6,19,27,22,5,No,402
ACURA RLX,3.5,6,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,HHNXV03.5LK3,midsize car,8,29,30,29,7,Yes,306
ACURA RLX,3.5,6,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HHNXV03.5LK3,midsize car,8,29,30,29,7,Yes,306
ACURA RLX,3.5,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5NA4,midsize car,6,20,30,23,5,No,380
ACURA RLX,3.5,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXV03.5NA4,midsize car,6,20,30,23,5,No,380
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV02.4TA3,small car,6,24,35,28,6,No,321
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXV02.4TA3,small car,6,24,35,28,6,No,321
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5MA3,small car,6,21,34,25,5,No,358
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXV03.5MA3,small car,6,21,34,25,5,No,358
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HHNXV03.5MA3,small car,6,21,31,25,5,No,358
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HHNXV03.5MA3,small car,6,21,31,25,5,No,358
AUDI A3,2,4,AMS-6,4WD,Gasoline,CA,PZEV,California PZEV,HVGAV02.0APA,small car,9,24,31,27,6,No,330
AUDI A3,2,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HVGAV02.0APA,small car,8,24,31,27,6,No,330
AUDI A4,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HVGAJ02.0AAC,small car,6,25,33,28,6,No,315
AUDI A4,2,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AAC,small car,6,25,33,28,6,No,315
AUDI A4,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HVGAJ02.0AAC,small car,6,24,31,27,6,No,330
AUDI A4,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AAC,small car,6,24,31,27,6,No,330
AUDI A4 Ultra,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HVGAJ02.0AAC,small car,6,27,37,31,7,Yes,284
AUDI A4 Ultra,2,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AAC,small car,6,27,37,31,7,Yes,284
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HVGAJ02.0AAC,station wagon,6,23,28,25,5,No,349
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AAC,station wagon,6,23,28,25,5,No,349
AUDI A5,2,4,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV02.0AUB,small car,6,23,32,26,6,No,338
AUDI A5,2,4,Man-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV02.0AUB,small car,6,23,32,26,6,No,338
AUDI A5,2,4,SemiAuto-8,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AUF,small car,6,15/22,22/30,18/25,5,No,349/359
AUDI A5,2,4,SemiAuto-8,4WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,HVGAJ02.0AUF,small car,6,15/22,22/30,18/25,5,No,349/359
AUDI A5 Cabriolet,2,4,SemiAuto-8,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AUF,small car,6,15/21,21/29,17/24,5,No,358/372
AUDI A5 Cabriolet,2,4,SemiAuto-8,4WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,HVGAJ02.0AUF,small car,6,15/21,21/29,17/24,5,No,358/372
AUDI A6,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HVGAV02.0A7C,midsize car,7,24,34,28,6,No,317
AUDI A6,2,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HVGAV02.0A7C,midsize car,7,24,34,28,6,No,317
AUDI A6,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HVGAV02.0A7C,midsize car,7,22,31,25,5,No,353
AUDI A6,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HVGAV02.0A7C,midsize car,7,22,31,25,5,No,353
AUDI A6,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV03.0AUE,midsize car,6,21,29,24,5,No,376
AUDI A6,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV03.0AUE,midsize car,6,21,29,24,5,No,376
AUDI A7,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV03.0AUE,midsize car,6,21,29,24,5,No,376
AUDI A7,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV03.0AUE,midsize car,6,21,29,24,5,No,376
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV03.0AUE,large car,6,19,29,22,5,No,397
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV03.0AUE,large car,6,19,29,22,5,No,397
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,large car,6,18,29,22,5,No,410
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,large car,6,18,29,22,5,No,410
AUDI Q3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV02.0AUA,small car,6,20,28,23,5,No,391
AUDI Q3,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV02.0AUA,small car,6,20,28,23,5,No,391
AUDI Q3,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV02.0AUA,small car,6,20,28,23,5,No,387
AUDI Q3,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV02.0AUA,small car,6,20,28,23,5,No,387
AUDI Q5,2,4,SemiAuto-8,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ02.0AUF,small SUV,6,14/20,19/27,16/22,5,No,394/395
AUDI Q5,2,4,SemiAuto-8,4WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,HVGAJ02.0AUF,small SUV,6,14/20,19/27,16/22,5,No,394/395
AUDI Q5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ03.0AUD,small SUV,6,18,26,21,4,No,429
AUDI Q5,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAJ03.0AUD,small SUV,6,18,26,21,4,No,429
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HVGAT03.0AUT,standard SUV,5,19,25,21,4,No,419
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAT03.0AUT,standard SUV,6,19,25,21,4,No,419
AUDI R8,5.2,10,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV05.2NLE,small car,5,14,22,17,3,No,519
AUDI R8,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV05.2NLE,small car,5,14,22,17,3,No,519
AUDI R8 Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV05.2NLE,small car,5,14,22,17,3,No,519
AUDI R8 Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV05.2NLE,small car,5,14,22,17,3,No,519
AUDI RS7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,midsize car,6,15,25,18,3,No,497
AUDI RS7,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,midsize car,6,15,25,18,3,No,497
AUDI S3,2,4,AMS-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV02.0AUA,small car,6,21,28,24,5,No,373
AUDI S3,2,4,AMS-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV02.0AUA,small car,6,21,28,24,5,No,373
AUDI S5,3,6,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ03.0AUD,small car,6,18,28,21,4,No,413
AUDI S5,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAJ03.0AUD,small car,6,18,28,21,4,No,413
AUDI S5,3,6,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ03.0AUD,small car,6,17,26,20,4,No,439
AUDI S5,3,6,Man-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAJ03.0AUD,small car,6,17,26,20,4,No,439
AUDI S5 Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ03.0AUD,small car,6,18,26,21,4,No,428
AUDI S5 Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAJ03.0AUD,small car,6,18,26,21,4,No,428
AUDI S6,4,8,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,midsize car,6,18,27,21,4,No,423
AUDI S6,4,8,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,midsize car,6,18,27,21,4,No,423
AUDI S7,4,8,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,midsize car,6,17,27,21,4,No,427
AUDI S7,4,8,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,midsize car,6,17,27,21,4,No,427
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,midsize car,6,15,24,18,3,No,501
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,midsize car,6,15,24,18,3,No,501
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAJ03.0AUD,small SUV,6,17,24,19,4,No,458
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAJ03.0AUD,small SUV,6,17,24,19,4,No,458
AUDI TT Coupe,2,4,AMS-6,4WD,Gasoline,CA,PZEV,California PZEV,HVGAV02.0APA,small car,9,23,30,26,6,No,336
AUDI TT Coupe,2,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HVGAV02.0APA,small car,8,23,30,26,6,No,336
AUDI TT Roadster,2,4,AMS-6,4WD,Gasoline,CA,PZEV,California PZEV,HVGAV02.0APA,small car,9,23,30,26,6,No,336
AUDI TT Roadster,2,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HVGAV02.0APA,small car,8,23,30,26,6,No,336
AUDI TTS Coupe,2,4,AMS-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV02.0AUA,small car,6,23,27,25,5,No,358
AUDI TTS Coupe,2,4,AMS-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV02.0AUA,small car,6,23,27,25,5,No,358
BENTLEY Bentayga,6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HVGAT06.0EAR,standard SUV,6,12,19,15,2,No,596
BENTLEY Bentayga,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAT06.0EAR,standard SUV,6,12,19,15,2,No,596
BENTLEY Continental GT,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,small car,6,15,25,19,4,No,475
BENTLEY Continental GT,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,small car,6,15,25,19,4,No,475
BENTLEY Continental GT,6,12,SemiAuto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV06.0VLN,small car,5,12,21,15,2,No,580
BENTLEY Continental GT,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV06.0VLN,small car,5,12,21,15,2,No,580
BENTLEY Continental GT Convertible,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,small car,6,14,24,17,3,No,517
BENTLEY Continental GT Convertible,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,small car,6,14,24,17,3,No,517
BENTLEY Continental GT Convertible,6,12,SemiAuto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV06.0VLN,small car,5,12,20,15,2,No,604
BENTLEY Continental GT Convertible,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV06.0VLN,small car,5,12,20,15,2,No,604
BENTLEY Flying Spur,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HVGAV04.0NUA,midsize car,6,14,24,17,3,No,517
BENTLEY Flying Spur,4,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HVGAV04.0NUA,midsize car,6,14,24,17,3,No,517
BENTLEY Flying Spur,6,12,SemiAuto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV06.0VLN,midsize car,5,12,20,15,2,No,604
BENTLEY Flying Spur,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV06.0VLN,midsize car,5,12,20,15,2,No,604
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HVGAV06.8ELP,midsize car,5,11,18,14,1,No,652
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HVGAV06.8ELP,midsize car,5,11,18,14,1,No,652
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,34,27,6,No,324
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,34,27,6,No,324
BMW 230i Coupe,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,21,32,25,5,No,360
BMW 230i Coupe,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,21,32,25,5,No,360
BMW 230i xDrive Convertible,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,33,26,6,No,335
BMW 230i xDrive Convertible,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,33,26,6,No,335
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,24,33,27,6,No,325
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,24,33,27,6,No,325
BMW 320i,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,HBMXJ02.0N20,small car,6,23,35,27,6,No,325
BMW 320i,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXJ02.0N20,small car,6,23,35,27,6,No,325
BMW 320i,2,4,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,HBMXJ02.0N20,small car,6,23,35,28,6,No,323
BMW 320i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXJ02.0N20,small car,6,23,35,28,6,No,323
BMW 320i,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,HBMXJ02.0N20,small car,6,23,34,27,6,No,332
BMW 320i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXJ02.0N20,small car,6,23,34,27,6,No,332
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,HBMXV02.0H48,small car,6,28/66,34/78,30/71,10,Yes,189
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,HBMXV02.0H48,small car,6,28/66,34/78,30/71,10,Yes,189
BMW 330i,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,21,32,25,5,No,360
BMW 330i,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,21,32,25,5,No,360
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,34,27,6,No,324
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,34,27,6,No,324
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,33,26,6,No,335
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,33,26,6,No,335
BMW 330i Gran Turismo,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,large car,9,23,33,26,6,No,335
BMW 330i Gran Turismo,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,large car,8,23,33,26,6,No,335
BMW 330i Sports Wagon,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,station wagon,9,23,33,26,6,No,335
BMW 330i Sports Wagon,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,station wagon,8,23,33,26,6,No,335
BMW 340i,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,19,29,23,5,No,395
BMW 340i,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,19,29,23,5,No,395
BMW 340i,3,6,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,19,29,23,5,No,391
BMW 340i,3,6,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,19,29,23,5,No,391
BMW 340i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,21,32,25,5,No,358
BMW 340i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,21,32,25,5,No,358
BMW 340i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,21,31,25,5,No,357
BMW 340i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,21,31,25,5,No,357
BMW 340i Gran Turismo,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,large car,6,20,30,24,5,No,374
BMW 340i Gran Turismo,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,large car,6,20,30,24,5,No,374
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,22,32,26,6,No,343
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,22,32,26,6,No,343
BMW 430i Coupe,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,21,33,25,5,No,351
BMW 430i Coupe,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,21,33,25,5,No,351
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,33,26,6,No,335
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,33,26,6,No,335
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0B4X,small car,9,23,33,26,6,No,335
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0B4X,small car,8,23,33,26,6,No,335
BMW 440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,21,29,24,5,No,372
BMW 440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,21,29,24,5,No,372
BMW 440i Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,20,30,24,5,No,374
BMW 440i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,20,30,24,5,No,374
BMW 440i Coupe,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HBMXV03.0B58,small car,6,19,29,23,5,No,395
BMW 440i Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV03.0B58,small car,6,19,29,23,5,No,395
