Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
HYUNDAI Veloster,1.6,4,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV01.6DDF,small car,6,26,32,29,7,Yes,310
HYUNDAI Veloster,1.6,4,AutoMan-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV01.6DDF,small car,6,26,32,29,7,Yes,310
HYUNDAI Veloster,1.6,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV01.6DBF,small car,6,27,34,30,7,Yes,304
HYUNDAI Veloster,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV01.6DBF,small car,6,27,34,30,7,Yes,304
HYUNDAI Veloster,1.6,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV01.6DDF,small car,6,25,33,28,6,No,321
HYUNDAI Veloster,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV01.6DDF,small car,6,25,33,28,6,No,321
INFINITI Q50,2,4,SemiAuto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NJA,midsize car,6,23,31,26,6,No,345
INFINITI Q50,2,4,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NJA,midsize car,6,23,31,26,6,No,345
INFINITI Q50,2,4,SemiAuto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NJA,midsize car,6,22,28,24,5,No,365
INFINITI Q50,2,4,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NJA,midsize car,6,22,28,24,5,No,365
INFINITI Q50,3,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,midsize car,6,20,29,23,5,No,390
INFINITI Q50,3,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,midsize car,6,20,29,23,5,No,390
INFINITI Q50,3,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,midsize car,6,19,27,22,5,No,408
INFINITI Q50,3,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,midsize car,6,19,27,22,5,No,408
INFINITI Q50S Red Sport,3,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,midsize car,6,20,26,22,5,No,398
INFINITI Q50S Red Sport,3,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,midsize car,6,20,26,22,5,No,398
INFINITI Q50S Red Sport,3,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,midsize car,6,19,26,22,5,No,412
INFINITI Q50S Red Sport,3,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,midsize car,6,19,26,22,5,No,412
INFINITI Q60,2,4,SemiAuto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NJA,small car,6,22,30,25,5,No,353
INFINITI Q60,2,4,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NJA,small car,6,22,30,25,5,No,353
INFINITI Q60,2,4,SemiAuto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NJA,small car,6,21,28,24,5,No,374
INFINITI Q60,2,4,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NJA,small car,6,21,28,24,5,No,374
INFINITI Q60,3,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,small car,6,19,28,22,5,No,396
INFINITI Q60,3,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,small car,6,19,28,22,5,No,396
INFINITI Q60,3,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,small car,6,19,27,22,5,No,407
INFINITI Q60,3,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,small car,6,19,27,22,5,No,407
INFINITI Q60S Red Sport,3,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,small car,6,20,27,22,5,No,398
INFINITI Q60S Red Sport,3,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,small car,6,20,27,22,5,No,398
INFINITI Q60S Red Sport,3,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.0NHA,small car,6,19,26,21,4,No,418
INFINITI Q60S Red Sport,3,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.0NHA,small car,6,19,26,21,4,No,418
INFINITI QX30,2,4,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NKA,small car,6,24,33,27,6,No,324
INFINITI QX30,2,4,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NKA,small car,6,24,33,27,6,No,324
INFINITI QX30,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV02.0NKA,small car,6,21,30,25,5,No,362
INFINITI QX30,2,4,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV02.0NKA,small car,6,21,30,25,5,No,362
INFINITI QX50,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAB,station wagon,6,17,24,20,4,No,445
INFINITI QX50,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAB,station wagon,6,17,24,20,4,No,445
INFINITI QX50,3.7,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAB,station wagon,6,17,24,20,4,No,453
INFINITI QX50,3.7,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAB,station wagon,6,17,24,20,4,No,453
INFINITI QX70,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT03.7NAA,small SUV,6,17,24,19,4,No,457
INFINITI QX70,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT03.7NAA,small SUV,6,17,24,19,4,No,457
INFINITI QX70,3.7,6,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT03.7NAA,small SUV,6,16,22,18,3,No,486
INFINITI QX70,3.7,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT03.7NAA,small SUV,6,16,22,18,3,No,486
JAGUAR F-Pace,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small SUV,9,18,23,20,4,No,446
JAGUAR F-Pace,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small SUV,8,18,23,20,4,No,446
JAGUAR F-Type Convertible,3,6,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,16,24,19,4,No,476
JAGUAR F-Type Convertible,3,6,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,16,24,19,4,No,476
JAGUAR F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,20,28,23,5,No,390
JAGUAR F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,20,28,23,5,No,390
JAGUAR F-Type Coupe,3,6,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,16,24,19,4,No,476
JAGUAR F-Type Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,16,24,19,4,No,476
JAGUAR F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,20,28,23,5,No,390
JAGUAR F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,20,28,23,5,No,390
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HJLXV05.0FAM,small car,6,15,23,18,3,No,500
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HJLXV05.0FAM,small car,6,15,23,18,3,No,500
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HJLXV05.0FAM,small car,6,15,23,18,3,No,500
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,HJLXV05.0FAM,small car,6,15,23,18,3,No,500
JAGUAR F-Type S Convertible,3,6,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,15,24,18,3,No,485
JAGUAR F-Type S Convertible,3,6,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,15,24,18,3,No,485
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,19,27,22,5,No,407
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,19,27,22,5,No,407
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,18,26,21,4,No,426
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,18,26,21,4,No,426
JAGUAR F-Type S Coupe,3,6,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,15,24,18,3,No,485
JAGUAR F-Type S Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,15,24,18,3,No,485
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,19,27,22,5,No,407
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,19,27,22,5,No,407
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,18,26,21,4,No,426
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,18,26,21,4,No,426
JAGUAR XE,2,4,SemiAuto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,HJLXJ02.0STY,small car,5,32,42,36,7,Yes,284
JAGUAR XE,2,4,SemiAuto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,HJLXJ02.0STY,small car,5,32,42,36,7,Yes,284
JAGUAR XE,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HJLXV02.0FTN,small car,6,21,30,24,5,No,368
JAGUAR XE,2,4,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,HJLXV02.0FTN,small car,6,21,30,24,5,No,368
JAGUAR XE,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,HJLXJ02.0STY,small car,5,30,40,34,7,Yes,299
JAGUAR XE,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,HJLXJ02.0STY,small car,5,30,40,34,7,Yes,299
JAGUAR XE,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,21,30,24,5,No,369
JAGUAR XE,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,21,30,24,5,No,369
JAGUAR XE,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,small car,9,20,29,23,5,No,383
JAGUAR XE,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,small car,8,20,29,23,5,No,383
JAGUAR XF,2,4,SemiAuto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,HJLXJ02.0STY,midsize car,5,31,42,35,7,Yes,289
JAGUAR XF,2,4,SemiAuto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,HJLXJ02.0STY,midsize car,5,31,42,35,7,Yes,289
JAGUAR XF,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,HJLXJ02.0STY,midsize car,5,30,40,34,7,Yes,299
JAGUAR XF,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,HJLXJ02.0STY,midsize car,5,30,40,34,7,Yes,299
JAGUAR XF,3,6,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,midsize car,9,20,29,23,5,No,377
JAGUAR XF,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,midsize car,8,20,29,23,5,No,377
JAGUAR XF,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HJLXJ03.0FSP,midsize car,9,20,28,23,5,No,390
JAGUAR XF,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HJLXJ03.0FSP,midsize car,8,20,28,23,5,No,390
JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,small SUV,6,15/21,22/30,18/25,5,No,351/361
JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,small SUV,6,15/21,22/30,18/25,5,No,351/361
JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,21,30,25,5,No,361
JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,21,30,25,5,No,361
JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HCRXJ02.4CP0,small SUV,9,21,30,25,5,No,361
JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,small SUV,6,14/21,21/28,17/23,5,No,372/378
JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,small SUV,6,14/21,21/28,17/23,5,No,372/378
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,21,28,23,5,No,378
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,21,28,23,5,No,378
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HCRXJ02.4CP0,small SUV,9,21,28,23,5,No,378
JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,21,29,24,5,No,377
JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,21,29,24,5,No,377
JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,20,27,23,5,No,388
JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,20,27,23,5,No,388
JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,18,26,21,4,No,416
JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,18,26,21,4,No,416
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HCRXT02.45P3,small SUV,5,19,25,22,5,No,412
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P3,small SUV,5,19,25,22,5,No,412
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,18,24,21,4,No,432
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.25P1,small SUV,6,18,24,21,4,No,432
JEEP Compass,2,4,CVT,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT02.45P0,small SUV,6,22,26,24,5,No,378
JEEP Compass,2,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,HCRXT02.45P0,small SUV,6,22,26,24,5,No,378
JEEP Compass,2,4,Man-5,2WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HCRXT02.45P3,small SUV,5,23,30,25,5,No,347
JEEP Compass,2,4,Man-5,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P3,small SUV,5,23,30,25,5,No,347
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT02.45P0,small SUV,6,21,27,23,5,No,382
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HCRXT02.45P0,small SUV,6,21,27,23,5,No,382
JEEP Compass,2.4,4,Auto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,25,22,5,No,400
JEEP Compass,2.4,4,Auto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,25,22,5,No,400
JEEP Compass,2.4,4,CVT,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,23,21,4,No,417
JEEP Compass,2.4,4,CVT,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,23,21,4,No,417
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HCRXT02.45P3,small SUV,5,23,28,25,5,No,353
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P3,small SUV,5,23,28,25,5,No,353
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,CA,L2,California LEV-II LEV,HCRXT02.45P4,small SUV,5,22,27,24,5,No,369
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P4,small SUV,5,22,27,24,5,No,369
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,19,26,21,4,No,414
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,19,26,21,4,No,414
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,18,25,21,4,No,427
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,18,25,21,4,No,427
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,533
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,533
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HCRXT06.45P1,standard SUV,5,13,19,15,2,No,592
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,HCRXT06.45P1,standard SUV,5,13,19,15,2,No,592
JEEP Patriot,2,4,CVT,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT02.45P0,small SUV,6,22,26,24,5,No,378
JEEP Patriot,2,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,HCRXT02.45P0,small SUV,6,22,26,24,5,No,378
JEEP Patriot,2,4,Man-5,2WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HCRXT02.45P3,small SUV,5,23,30,25,5,No,347
JEEP Patriot,2,4,Man-5,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P3,small SUV,5,23,30,25,5,No,347
JEEP Patriot,2.4,4,Auto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT02.45P0,small SUV,6,21,27,23,5,No,382
JEEP Patriot,2.4,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HCRXT02.45P0,small SUV,6,21,27,23,5,No,382
JEEP Patriot,2.4,4,Auto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,25,22,5,No,400
JEEP Patriot,2.4,4,Auto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,25,22,5,No,400
JEEP Patriot,2.4,4,CVT,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,23,21,4,No,417
JEEP Patriot,2.4,4,CVT,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45P1,small SUV,6,20,23,21,4,No,417
JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HCRXT02.45P3,small SUV,5,23,28,25,5,No,353
JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P3,small SUV,5,23,28,25,5,No,353
JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,CA,L2,California LEV-II LEV,HCRXT02.45P4,small SUV,5,22,27,24,5,No,369
JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXT02.45P4,small SUV,5,22,27,24,5,No,369
KIA Cadenza,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV03.34KF,large car,6,20,28,23,5,No,384
KIA Cadenza,3.3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV03.34KF,large car,6,20,28,23,5,No,384
KIA Forte,2,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HKMXV02.04E5,midsize car,7,25,34,28,6,No,314
KIA Forte,2,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HKMXV02.04E5,midsize car,7,25,34,28,6,No,314
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HKMXV02.04E5,midsize car,7,29,38,32,7,Yes,278
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HKMXV02.04E5,midsize car,7,29,38,32,7,Yes,278
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HKMXV02.04EP,midsize car,9,29,38,32,7,Yes,278
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HKMXV02.04EP,midsize car,8,29,38,32,7,Yes,278
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV02.04FF,midsize car,6,25,33,28,6,No,318
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV02.04FF,midsize car,6,25,33,28,6,No,318
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HKMXV02.04FP,midsize car,9,25,33,28,6,No,318
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HKMXV02.04FP,midsize car,8,25,33,28,6,No,318
KIA Forte Koup,1.6,4,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV01.6DDF,small car,6,25,32,27,6,No,328
KIA Forte Koup,1.6,4,AutoMan-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV01.6DDF,small car,6,25,32,27,6,No,328
KIA Forte Koup,1.6,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HKMXV01.6DDF,small car,6,23,30,26,6,No,348
KIA Forte Koup,1.6,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HKMXV01.6DDF,small car,6,23,30,26,6,No,348
